yemekAdi,yapilis,domuz eti,pirinç noodle,vanilin,bezelye,arpa şehriye,susam,ıspanak,kg kuzu eti,dereotu,soğan,semizotu,kuskus,tortilla,süzme yoğurt,kg tavuk kanatları,spagetti,doğranmış havuç,bayat ekmek,kekik,baş brokoli,süt,parmesan peyniri,fındık,hamburger ekmeği,yeşil mercimek,tarçın,kavurma,kuşbaşı et,limon,haşlanmış patates,kadayıf,pirinç eriştesi,ceviz,balık filetosu,tavuk but,esmer şeker,tavuk kanat,dilim cheddar peyniri,kimyon,soda,barbunya,rendelenmiş parmesan peyniri,kırmızı mercimek,böğürtlen,kıyma,kuru soğan,taco kabuğu,çörek otu,pudra şekeri,ceviz içi,karnıbahar,dilim ekmek,sıvı yağ,maya,pide ekmeği,şeker,salatalık,mayonez,dana eti,fesleğen,yoğurt,nohut,pizza hamuru,rendelenmiş kaşar peyniri,yaban mersini,enginar,mısır tanesi,maydanoz,kg kabak,çam fıstığı,dilim kaşar peyniri,dana kuşbaşı et,krem şanti,mahlep,diş sarımsak,rice paper,doğranmış kabak,somon,ml krema,kinoa,rendelenmiş parmesan,zeytinyağı,ekmek içi,kuru maya,kuru fasulye,ince bulgur,toz şeker,irmik,tereyağı,dolmalık biber,mantar,haşlanmış nohut,karides,dövülmüş fındık,fasulye,yaş maya,kırmızı biber,tavuk budu,mısır,lahana salatası,kaşar peyniri,granola,dövülmüş ceviz,domates,baş marul,muskat,lazanya,salça,olgun avokado,paprika,nane,makarna,pastırma,su,tuz,zeytin,milföy hamuru,balık sosu,portakal,simit,balsamik sirke,sığır eti,domates salçası,yufka,tavuk göğsü,karnabahar,sıcak su,yumurta,tereyağı sosu,dilim somon,guacamole,patates,tavuk suyu,asma yaprağı,baharat karışımı,hazır tart hamuru,çilek,sarımsak,brokoli,fettuccine makarna,bulgur,soya sosu,doğranmış brokoli,kg tavuk kanadı,dilim peynir,lime,beyaz şarap,ramen noodle,limon kabuğu,avokado,nişasta,kuş üzümü,nar,ekşi krema,portakal suyu,pul biber,biber,dilim somon balığı,bal,kakao,kutu ton balığı,bitter çikolata,tahin,çikolata,yeşil zeytin,pirinç sirkesi,nori,krema,limon suyu,marul,tavuk kanadı,bamya,roka,yeşil biber,beşamel sos,dana biftek,elma,buğday,kabartma tozu,nar ekşisi,baklava yufkası,siyah zeytin,havuç,şehriye,haşlanmış meksika fasulyesi,haşlanmış yumurta,kruton,pirinç,tel kadayıf,sushi pirinci,barbekü sosu,baş karnıbahar,limon otu,tavuk ( but veya göğüs ),kornişon turşusu,ekmek kırıntısı,patlıcan,sucuk,un,karanfil,krem peynir,kuzu eti,köfte harcı,haşlanmış buğday,karabiber,pancetta,pekmez,muz,mozzarella peyniri,dilim tam buğday ekmeği,karamel sos,noodle,kg tavuk but,kg tavuk budu,galeta unu,pırasa,beyaz peynir,kabak
Mercimekli Kısır,"Kırmızı mercimeği yıkayıp, tencereye alıp üzerine 2 su bardağı suyu ekleyin ve mercimekler yumuşayana kadar haşlayın. Haşlanan mercimeği ocaktan alıp, bulguru ekleyin ve karıştırarak şişmesini bekleyin. Zeytinyağını bir tavada ısıtıp, doğranmış soğanı pembeleşene kadar kavurun. Domatesi doğrayıp, soğanla birlikte karıştırın. Tuz, pul biber, nane, limon suyu ve şişen bulgurlu karışımı ekleyip karıştırın. Soğuyana kadar bekledikten sonra soğuk servis yapın.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taratorlu Kısır,"Bulguru geniş bir kaba alıp, üzerine sıcak suyu dökün ve karıştırarak bulgurların şişmesini bekleyin. Salatalığı rendeleyin ve fazla suyunu sıkın. Bulgurlar şiştikten sonra, yoğurt, mayonez, zeytinyağı, tuz, pul biber ve naneyi ekleyin. Salatalığı da karışıma ekleyip iyice karıştırın. Soğuyana kadar buzdolabında bekletin ve soğuk servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fırında Sebzeli Tavuk,"Tavuk göğüslerini yıkayıp, tuz, karabiber, kekik ve pul biberle ovun. Sebzeleri (patates, havuç ve kabak) doğrayın ve bir kaba alın. Zeytinyağını ekleyip karıştırın. Fırın tepsisine tavukları ve sebzeleri dizin, üzerine suyu ekleyin. Önceden ısıtılmış 180°C fırında tavuklar ve sebzeler pişene kadar, yaklaşık 35-40 dakika pişirin. Fırından çıkarıp sıcak servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sebzeli Börek,"Soğanı ince ince doğrayın ve zeytinyağında kavurun. Havuç ve kabakları rendeleyip, soğana ekleyin. Tuz ve pul biberi ilave edip sebzeler yumuşayana kadar kavurun. Yufkaları serip üzerine sütü ve yumurtayı karıştırıp sürün. Sebzeli karışımı yufkaların üzerine koyup, rulo şeklinde sarın. Yağlı kağıt serili tepsiye yerleştirin ve üzerini sütlü karışımla fırçalayın. 180°C fırında 20-25 dakika pişirin. Fırından çıkarıp sıcak servis yapın.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mercimekli Karnıbahar,"Mercimeği yıkayıp, tencereye alıp üzerini geçecek kadar su ekleyin ve mercimekler yumuşayana kadar haşlayın. Karnıbaharı küçük parçalara ayırıp, tuzlu suda haşlayın. Zeytinyağını bir tavada ısıtıp, doğranmış soğan ve sarımsakları kavurun. Haşlanmış mercimekleri ve karnıbaharı tavaya ekleyin, karabiber, pul biberi ilave edin ve 2 su bardağı suyu ekleyin. Kısık ateşte yaklaşık 10 dakika pişirin. Sıcak servis yapın.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnıbahar Graten,"Karnıbaharı küçük parçalara ayırıp, tuzlu suda haşlayın. Suda haşlanan karnıbaharı süzüp, bir fırın kabına yerleştirin. Tereyağını bir tavada eritin, unu ekleyip kavurun. Ardından sütü ekleyin ve karıştırarak koyu bir beşamel sos hazırlayın. Tuz, karabiber ve muskat rendesini de ekleyip, karıştırın. Hazırladığınız beşamel sosu karnıbaharların üzerine dökün ve üzerine rendelenmiş kaşar peyniri serpin. 180°C fırında üzeri kızarana kadar pişirin. Sıcak servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fırın Tavuk Kanat,"Tavuk kanatlarını yıkayıp, bir kaba alın. Zeytinyağı, tuz, karabiber, kekik, pul biber ve ezilmiş sarımsakları ekleyin. Kanatları bu karışıma iyice bulayın ve en az 30 dakika marine edin. Önceden ısıtılmış 180°C fırında tavuk kanatlarını yaklaşık 35-40 dakika pişirin, üzeri altın rengini alana kadar pişirmeye devam edin. Fırından çıkarıp sıcak servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebzeli Kumpir,"Patatesleri yıkayıp, üzerini geçecek kadar suyla haşlayın. Haşlanan patatesleri soyup, bir kaba alıp ezin. Üzerine tereyağı, tuz ve karabiberi ekleyip karıştırın. Havuçu rendeleyin, kornişon turşusunu doğrayın ve mısırı hazırlayın. Patates karışımına rendelenmiş kaşar peynirini ve mayonezi ekleyip karıştırın. Hazırladığınız karışımı fırın tepsisine alıp, 180°C fırında 15 dakika pişirin. Fırından çıkarıp sıcak servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fırın Makarna,"Makarnayı tuzlu suda haşlayın ve süzün. Tereyağını bir tavada eritin, üzerine unu ekleyip kavurun. Ardından sütü ekleyip, karıştırarak beşamel sos kıvamına gelene kadar pişirin. Tuz ve karabiberi ekleyin. Haşlanmış makarnayı bu sosla karıştırın ve fırın kabına dökün. Üzerine rendelenmiş kaşar peynirini serpin. Önceden ısıtılmış 180°C fırında 15-20 dakika, üzeri altın rengini alana kadar pişirin. Sıcak servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mantarlı Börek,"Mantarları temizleyip doğrayın, tuz, karabiber ve pul biber ile tatlandırın. Beyaz peyniri ezip, mantarlarla karıştırın. Yufkayı tezgaha serip, üzerine sıvı yağı sürün. Hazırladığınız mantar karışımını yufkaya yerleştirip, rulo şeklinde sarın. Üzerine çırpılmış yumurta sürüp, önceden ısıtılmış 180°C fırında 25-30 dakika pişirin. Fırından çıkarıp sıcak servis yapın.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sebzeli Bulgur Pilavı,"Soğanı ince doğrayıp sıvı yağda kavurun. Havuçu ve domatesleri ekleyip birkaç dakika soteleyin. Bulguru ekleyin ve karıştırarak birkaç dakika kavurun. Baharatları (tuz, karabiber, pul biber) ekleyin, ardından suyu ilave edip karıştırın. Kısık ateşte pilav suyunu çekene kadar pişirin. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Süleymanpaşa Çorbası,"Yeşil mercimekleri yıkayıp süzün. Tereyağında soğanı ve sarımsakları kavurun, ardından doğranmış domatesleri ekleyin. Mercimekleri ve baharatları (tuz, karabiber, pul biber) ekleyin, suyu ilave edip karıştırın. Çorbayı kaynamaya bırakın, ardından kısık ateşte mercimekler yumuşayana kadar pişirin. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeytinyağlı Pirinç Pilavı,"Soğanı ince ince doğrayıp zeytinyağında pembeleşene kadar kavurun. Ardından pirinci ekleyip birkaç dakika kavurun, böylece pirinçler yağla iyice karışacak. Suyu, tuzu ve şekeri ekleyip karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu tamamen çekene kadar pişirin. Pilav piştikten sonra demlenmesi için 10-15 dakika kapağını kapalı tutarak bekletin. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Şehriyeli Pilav,"Öncelikle şehriyeleri tereyağında kavurun, şehriyeler altın rengi olana kadar karıştırarak kavurmaya devam edin. Ardından pirinci ekleyip 2-3 dakika daha kavurun. Suyu, tuzu ve karabiberi ekleyin, karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra demlenmesi için 10-15 dakika kapağını kapalı tutarak bekletin. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebzeli Pilav,"Öncelikle şehriyeleri tereyağında kavurun, şehriyeler altın rengi olana kadar karıştırarak kavurmaya devam edin. Ardından pirinci ekleyip 2-3 dakika daha kavurun. Suyu, tuzu ve karabiberi ekleyin, karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra demlenmesi için 10-15 dakika kapağını kapalı tutarak bekletin. Sıcak servis edin.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cevizli Bulgur Pilavı,"Soğanı ince doğrayıp sıvı yağda pembeleşene kadar kavurun. Bulguru ekleyip birkaç dakika kavurun. Ardından suyu, tuzu ve karabiberi ekleyip karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp bulgurlar suyunu çekene kadar pişirin. Piştikten sonra cevizi ekleyin, karıştırın ve 10-15 dakika demlenmeye bırakın. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Köfteli Pilav,"Köfte harcını soğan, tuz ve karabiberle yoğurup küçük köfteler şekline getirin. Sıvı yağda köfteleri her tarafı güzelce kızarana kadar pişirin. Ayrı bir tencerede, pirinci yıkayıp 2-3 dakika sıvı yağda kavurun. Ardından suyu ve tuzu ekleyip karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra köfteleri ekleyin ve 10-15 dakika demlenmeye bırakın. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nohutlu Pilav,"Soğanı ince doğrayıp tereyağında kavurun. Pirinci ekleyip 2-3 dakika kavurun. Ardından haşlanmış nohut, su ve tuzu ekleyip karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra 10-15 dakika demlenmeye bırakın. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
